ROC_AUC,PR_AUC,Youden_threshold,Youden_sensitivity,Youden_specificity,Test_F1_optimal_threshold_descriptive,Test_F1_optimal_descriptive
0.9072602862228222,0.9639248232796451,0.12209217,0.7987987987987988,0.8530259365994236,0.01,0.8901154039136979
