false_positive_rate,true_positive_rate,threshold
0.023054755043227664,0.5675675675675675,0.9227665
0.023054755043227664,0.5795795795795796,0.89770955
0.025936599423631124,0.5795795795795796,0.89754057
0.025936599423631124,0.5865865865865866,0.88446695
0.02881844380403458,0.5865865865865866,0.8829318
0.02881844380403458,0.5875875875875876,0.8824822
0.03170028818443804,0.5875875875875876,0.8795432
0.03170028818443804,0.5985985985985987,0.8519466
0.0345821325648415,0.5985985985985987,0.8516196
0.0345821325648415,0.6156156156156156,0.80163205
0.037463976945244955,0.6156156156156156,0.7983899
0.037463976945244955,0.6346346346346347,0.7332153
0.040345821325648415,0.6346346346346347,0.7307623
0.040345821325648415,0.6726726726726727,0.6355844
0.043227665706051875,0.6726726726726727,0.6325194
0.043227665706051875,0.6746746746746747,0.62656325
0.04610951008645533,0.6746746746746747,0.6242485
0.04610951008645533,0.6796796796796797,0.60240144
0.04899135446685879,0.6796796796796797,0.6011902
0.04899135446685879,0.6846846846846847,0.5891157
0.05187319884726225,0.6846846846846847,0.5890513
0.05187319884726225,0.6856856856856857,0.58656365
0.05475504322766571,0.6856856856856857,0.56917065
0.05475504322766571,0.6866866866866866,0.5657018
0.05763688760806916,0.6866866866866866,0.56345564
0.05763688760806916,0.6906906906906907,0.55536854
0.06340057636887608,0.6906906906906907,0.55245346
0.06340057636887608,0.6986986986986987,0.5120974
0.06628242074927954,0.6986986986986987,0.5112559
0.06628242074927954,0.6996996996996997,0.48663384
0.069164265129683,0.6996996996996997,0.4866128
0.069164265129683,0.7057057057057057,0.46443224
0.07204610951008646,0.7057057057057057,0.46378097
0.07204610951008646,0.7067067067067067,0.4610377
0.07492795389048991,0.7067067067067067,0.46102765
0.07492795389048991,0.7157157157157157,0.4207079
0.07780979827089338,0.7157157157157157,0.41441217
0.07780979827089338,0.7167167167167167,0.41158956
0.0893371757925072,0.7167167167167167,0.39514044
0.0893371757925072,0.7197197197197197,0.38713858
0.09221902017291066,0.7197197197197197,0.3828945
0.09221902017291066,0.7247247247247247,0.37093633
0.09510086455331412,0.7247247247247247,0.36808425
0.09510086455331412,0.7297297297297297,0.34574783
0.10086455331412104,0.7297297297297297,0.34298244
0.10086455331412104,0.7327327327327328,0.33434036
0.10662824207492795,0.7327327327327328,0.3313387
0.10662824207492795,0.7427427427427428,0.2943138
0.10951008645533142,0.7427427427427428,0.29360425
0.10951008645533142,0.7437437437437437,0.2928977
0.11239193083573487,0.7437437437437437,0.29233703
0.11239193083573487,0.7487487487487487,0.28207323
